0.0,0.0
0.01,2.5049
0.02,4.5986
0.03,5.9473
0.04,6.3567
0.05,5.8084
0.06,4.4624
0.07,2.6255
0.08,0.6924
0.09,-0.9304
0.1,-1.9021
0.11,-2.0137
0.12,-1.2276
0.13,0.3149
0.14,2.3202
0.15,4.3983
0.16,6.1372
0.17,7.1819
0.18,7.3017
0.19,6.4352
0.2,4.7023
0.21,2.3822
0.22,-0.1391
0.23,-2.4411
0.24,-4.1481
0.25,-5.0
0.26,-4.9001
0.27,-3.9332
0.28,-2.3478
0.29,-0.5084
0.3,1.1756
0.31,2.3279
0.32,2.6786
0.33,2.1159
0.34,0.7083
0.35,-1.3081
0.36,-3.5735
0.37,-5.6732
0.38,-7.2157
0.39,-7.9074
0.4,-7.6085
0.41,-6.3593
0.42,-4.3736
0.43,-1.9976
0.44,0.3551
0.45,2.2817
0.46,3.4662
0.47,3.7385
0.48,3.1065
0.49,1.7529
0.5,0.0
0.51,-1.7529
0.52,-3.1065
0.53,-3.7385
0.54,-3.4662
0.55,-2.2817
0.56,-0.3551
0.57,1.9976
0.58,4.3736
0.59,6.3593
0.6,7.6085
0.61,7.9074
0.62,7.2157
0.63,5.6732
0.64,3.5735
0.65,1.3081
0.66,-0.7083
0.67,-2.1159
0.68,-2.6786
0.69,-2.3279
0.7,-1.1756
0.71,0.5084
0.72,2.3478
0.73,3.9332
0.74,4.9001
0.75,5.0
0.76,4.1481
0.77,2.4411
0.78,0.1391
0.79,-2.3822
0.8,-4.7023
0.81,-6.4352
0.82,-7.3017
0.83,-7.1819
0.84,-6.1372
0.85,-4.3983
0.86,-2.3202
0.87,-0.3149
0.88,1.2276
0.89,2.0137
0.9,1.9021
0.91,0.9304
0.92,-0.6924
0.93,-2.6255
0.94,-4.4624
0.95,-5.8084
0.96,-6.3567
0.97,-5.9473
0.98,-4.5986
0.99,-2.5049
1.0,-0.0
1.01,2.5049
1.02,4.5986
1.03,5.9473
1.04,6.3567
1.05,5.8084
1.06,4.4624
1.07,2.6255
1.08,0.6924
1.09,-0.9304
1.1,-1.9021
1.11,-2.0137
1.12,-1.2276
1.13,0.3149
1.14,2.3202
1.15,4.3983
1.16,6.1372
1.17,7.1819
1.18,7.3017
1.19,6.4352
1.2,4.7023
1.21,2.3822
1.22,-0.1391
1.23,-2.4411
1.24,-4.1481
1.25,-5.0
1.26,-4.9001
1.27,-3.9332
1.28,-2.3478
1.29,-0.5084
1.3,1.1756
1.31,2.3279
1.32,2.6786
1.33,2.1159
1.34,0.7083
1.35,-1.3081
1.36,-3.5735
1.37,-5.6732
1.38,-7.2157
1.39,-7.9074
1.4,-7.6085
1.41,-6.3593
1.42,-4.3736
1.43,-1.9976
1.44,0.3551
1.45,2.2817
1.46,3.4662
1.47,3.7385
1.48,3.1065
1.49,1.7529
1.5,-0.0
1.51,-1.7529
1.52,-3.1065
1.53,-3.7385
1.54,-3.4662
1.55,-2.2817
1.56,-0.3551
1.57,1.9976
1.58,4.3736
1.59,6.3593
1.6,7.6085
1.61,7.9074
1.62,7.2157
1.63,5.6732
1.64,3.5735
1.65,1.3081
1.66,-0.7083
1.67,-2.1159
1.68,-2.6786
1.69,-2.3279
1.7,-1.1756
1.71,0.5084
1.72,2.3478
1.73,3.9332
1.74,4.9001
1.75,5.0
1.76,4.1481
1.77,2.4411
1.78,0.1391
1.79,-2.3822
1.8,-4.7023
1.81,-6.4352
1.82,-7.3017
1.83,-7.1819
1.84,-6.1372
1.85,-4.3983
1.86,-2.3202
1.87,-0.3149
1.88,1.2276
1.89,2.0137
1.9,1.9021
1.91,0.9304
1.92,-0.6924
1.93,-2.6255
1.94,-4.4624
1.95,-5.8084
1.96,-6.3567
1.97,-5.9473
1.98,-4.5986
1.99,-2.5049
2.0,-0.0
2.01,2.5049
2.02,4.5986
2.03,5.9473
2.04,6.3567
2.05,5.8084
2.06,4.4624
2.07,2.6255
2.08,0.6924
2.09,-0.9304
2.1,-1.9021
2.11,-2.0137
2.12,-1.2276
2.13,0.3149
2.14,2.3202
2.15,4.3983
2.16,6.1372
2.17,7.1819
2.18,7.3017
2.19,6.4352
2.2,4.7023
2.21,2.3822
2.22,-0.1391
2.23,-2.4411
2.24,-4.1481
2.25,-5.0
2.26,-4.9001
2.27,-3.9332
2.28,-2.3478
2.29,-0.5084
2.3,1.1756
2.31,2.3279
2.32,2.6786
2.33,2.1159
2.34,0.7083
2.35,-1.3081
2.36,-3.5735
2.37,-5.6732
2.38,-7.2157
2.39,-7.9074
2.4,-7.6085
2.41,-6.3593
2.42,-4.3736
2.43,-1.9976
2.44,0.3551
2.45,2.2817
2.46,3.4662
2.47,3.7385
2.48,3.1065
2.49,1.7529
2.5,0.0
2.51,-1.7529
2.52,-3.1065
2.53,-3.7385
2.54,-3.4662
2.55,-2.2817
2.56,-0.3551
2.57,1.9976
2.58,4.3736
2.59,6.3593
2.6,7.6085
2.61,7.9074
2.62,7.2157
2.63,5.6732
2.64,3.5735
2.65,1.3081
2.66,-0.7083
2.67,-2.1159
2.68,-2.6786
2.69,-2.3279
2.7,-1.1756
2.71,0.5084
2.72,2.3478
2.73,3.9332
2.74,4.9001
2.75,5.0
2.76,4.1481
2.77,2.4411
2.78,0.1391
2.79,-2.3822
2.8,-4.7023
2.81,-6.4352
2.82,-7.3017
2.83,-7.1819
2.84,-6.1372
2.85,-4.3983
2.86,-2.3202
2.87,-0.3149
2.88,1.2276
2.89,2.0137
2.9,1.9021
2.91,0.9304
2.92,-0.6924
2.93,-2.6255
2.94,-4.4624
2.95,-5.8084
2.96,-6.3567
2.97,-5.9473
2.98,-4.5986
2.99,-2.5049
3.0,0.0
3.01,2.5049
3.02,4.5986
3.03,5.9473
3.04,6.3567
3.05,5.8084
3.06,4.4624
3.07,2.6255
3.08,0.6924
3.09,-0.9304
3.1,-1.9021
3.11,-2.0137
3.12,-1.2276
3.13,0.3149
3.14,2.3202
3.15,4.3983
3.16,6.1372
3.17,7.1819
3.18,7.3017
3.19,6.4352
3.2,4.7023
3.21,2.3822
3.22,-0.1391
3.23,-2.4411
3.24,-4.1481
3.25,-5.0
3.26,-4.9001
3.27,-3.9332
3.28,-2.3478
3.29,-0.5084
3.3,1.1756
3.31,2.3279
3.32,2.6786
3.33,2.1159
3.34,0.7083
3.35,-1.3081
3.36,-3.5735
3.37,-5.6732
3.38,-7.2157
3.39,-7.9074
3.4,-7.6085
3.41,-6.3593
3.42,-4.3736
3.43,-1.9976
3.44,0.3551
3.45,2.2817
3.46,3.4662
3.47,3.7385
3.48,3.1065
3.49,1.7529
3.5,0.0
3.51,-1.7529
3.52,-3.1065
3.53,-3.7385
3.54,-3.4662
3.55,-2.2817
3.56,-0.3551
3.57,1.9976
3.58,4.3736
3.59,6.3593
3.6,7.6085
3.61,7.9074
3.62,7.2157
3.63,5.6732
3.64,3.5735
3.65,1.3081
3.66,-0.7083
3.67,-2.1159
3.68,-2.6786
3.69,-2.3279
3.7,-1.1756
3.71,0.5084
3.72,2.3478
3.73,3.9332
3.74,4.9001
3.75,5.0
3.76,4.1481
3.77,2.4411
3.78,0.1391
3.79,-2.3822
3.8,-4.7023
3.81,-6.4352
3.82,-7.3017
3.83,-7.1819
3.84,-6.1372
3.85,-4.3983
3.86,-2.3202
3.87,-0.3149
3.88,1.2276
3.89,2.0137
3.9,1.9021
3.91,0.9304
3.92,-0.6924
3.93,-2.6255
3.94,-4.4624
3.95,-5.8084
3.96,-6.3567
3.97,-5.9473
3.98,-4.5986
3.99,-2.5049
4.0,-0.0
4.01,2.5049
4.02,4.5986
4.03,5.9473
4.04,6.3567
4.05,5.8084
4.06,4.4624
4.07,2.6255
4.08,0.6924
4.09,-0.9304
4.1,-1.9021
4.11,-2.0137
4.12,-1.2276
4.13,0.3149
4.14,2.3202
4.15,4.3983
4.16,6.1372
4.17,7.1819
4.18,7.3017
4.19,6.4352
4.2,4.7023
4.21,2.3822
4.22,-0.1391
4.23,-2.4411
4.24,-4.1481
4.25,-5.0
4.26,-4.9001
4.27,-3.9332
4.28,-2.3478
4.29,-0.5084
4.3,1.1756
4.31,2.3279
4.32,2.6786
4.33,2.1159
4.34,0.7083
4.35,-1.3081
4.36,-3.5735
4.37,-5.6732
4.38,-7.2157
4.39,-7.9074
4.4,-7.6085
4.41,-6.3593
4.42,-4.3736
4.43,-1.9976
4.44,0.3551
4.45,2.2817
4.46,3.4662
4.47,3.7385
4.48,3.1065
4.49,1.7529
4.5,-0.0
4.51,-1.7529
4.52,-3.1065
4.53,-3.7385
4.54,-3.4662
4.55,-2.2817
4.56,-0.3551
4.57,1.9976
4.58,4.3736
4.59,6.3593
4.6,7.6085
4.61,7.9074
4.62,7.2157
4.63,5.6732
4.64,3.5735
4.65,1.3081
4.66,-0.7083
4.67,-2.1159
4.68,-2.6786
4.69,-2.3279
4.7,-1.1756
4.71,0.5084
4.72,2.3478
4.73,3.9332
4.74,4.9001
4.75,5.0
4.76,4.1481
4.77,2.4411
4.78,0.1391
4.79,-2.3822
4.8,-4.7023
4.81,-6.4352
4.82,-7.3017
4.83,-7.1819
4.84,-6.1372
4.85,-4.3983
4.86,-2.3202
4.87,-0.3149
4.88,1.2276
4.89,2.0137
4.9,1.9021
4.91,0.9304
4.92,-0.6924
4.93,-2.6255
4.94,-4.4624
4.95,-5.8084
4.96,-6.3567
4.97,-5.9473
4.98,-4.5986
4.99,-2.5049
5.0,-0.0
5.01,2.5049
5.02,4.5986
5.03,5.9473
5.04,6.3567
5.05,5.8084
5.06,4.4624
5.07,2.6255
5.08,0.6924
5.09,-0.9304
5.1,-1.9021
5.11,-2.0137
5.12,-1.2276
5.13,0.3149
5.14,2.3202
5.15,4.3983
5.16,6.1372
5.17,7.1819
5.18,7.3017
5.19,6.4352
5.2,4.7023
5.21,2.3822
5.22,-0.1391
5.23,-2.4411
5.24,-4.1481
5.25,-5.0
5.26,-4.9001
5.27,-3.9332
5.28,-2.3478
5.29,-0.5084
5.3,1.1756
5.31,2.3279
5.32,2.6786
5.33,2.1159
5.34,0.7083
5.35,-1.3081
5.36,-3.5735
5.37,-5.6732
5.38,-7.2157
5.39,-7.9074
5.4,-7.6085
5.41,-6.3593
5.42,-4.3736
5.43,-1.9976
5.44,0.3551
5.45,2.2817
5.46,3.4662
5.47,3.7385
5.48,3.1065
5.49,1.7529
5.5,-0.0
5.51,-1.7529
5.52,-3.1065
5.53,-3.7385
5.54,-3.4662
5.55,-2.2817
5.56,-0.3551
5.57,1.9976
5.58,4.3736
5.59,6.3593
5.6,7.6085
5.61,7.9074
